Transaction_ID,Amount,Transaction_Hour,Previous_Transaction_Amount,Transaction_Frequency,Account_Age,Is_New_Device,Is_International,Fraud
T04651,165.38,21,711.09,3,10,1,0,0
T04652,3791.86,5,242.26,5,4,0,0,0
T04653,1935.79,16,1115.24,2,6,0,0,0
T04654,5673.37,22,801.23,6,3,0,0,0
T04655,1450.59,13,1789.02,3,1,1,0,0
T04656,552.77,13,9686.05,0,10,0,0,1
T04657,5431.77,19,331.84,2,8,1,1,1
T04658,2388.26,12,1165.93,1,9,0,0,0
T04659,629.19,2,6720.07,8,7,1,0,1
T04660,3823.01,12,5236.35,4,9,0,0,0
T04661,2146.88,23,1253.31,3,6,0,0,0
T04662,2781.4,1,3001.22,4,3,0,0,0
T04663,1853.55,8,229.9,3,9,0,0,0
T04664,5293.17,12,3116.69,4,1,1,0,0
T04665,5308.16,7,9016.66,5,1,0,0,0
T04666,3707.31,15,1927.71,5,2,1,0,0
T04667,334.14,23,1725.33,2,4,0,0,0
T04668,5476.33,2,518.54,2,3,1,0,0
T04669,3335.21,12,2511.36,4,1,0,0,0
T04670,3582.31,3,2231.66,4,7,0,0,0
T04671,1352.88,17,2638.4,6,4,0,0,0
T04672,6342.83,1,66.07,5,1,1,0,1
T04673,3877.01,19,1989.19,2,6,0,1,1
T04674,358.35,21,2259.27,5,6,0,0,0
T04675,1571.62,20,581.5,2,1,0,1,1
T04676,6524.7,14,584.04,5,7,1,1,1
T04677,145.04,16,808.16,6,8,1,0,0
T04678,9764.8,9,3109.57,4,5,0,0,0
T04679,3410.46,0,2330.2,3,10,0,0,1
T04680,2993.93,5,4673.16,4,7,0,0,0
T04681,946.43,2,876.23,2,8,1,0,0
T04682,858.22,18,6077.98,4,7,0,0,0
T04683,8544.95,6,3403.58,2,3,1,0,0
T04684,1062.63,12,1256.37,2,10,0,0,0
T04685,4481.71,12,250.27,5,10,1,0,0
T04686,1498.28,16,742.59,2,2,1,0,0
T04687,449.87,0,7852.95,5,9,0,0,0
T04688,32.32,13,928.98,4,5,0,0,0
T04689,2357.48,2,1000.82,1,9,0,0,0
T04690,11161.58,13,525.53,2,4,0,0,1
T04691,1382.0,23,4110.73,9,1,0,0,1
T04692,1325.73,0,806.18,4,8,1,0,1
T04693,1265.2,15,1002.16,5,5,0,0,0
T04694,2205.31,9,1337.57,3,4,0,0,0
T04695,1743.02,12,1421.7,3,9,0,0,0
T04696,6358.66,3,1324.77,4,9,0,0,0
T04697,2112.75,8,1751.66,3,2,0,0,0
T04698,2126.35,13,4211.92,2,1,0,0,0
T04699,446.79,3,4277.09,4,8,0,1,0
T04700,12178.01,9,4002.6,2,9,1,0,1
T04701,862.94,7,266.53,8,4,0,0,0
T04702,228.58,22,4019.58,1,1,0,0,0
T04703,3264.32,2,320.3,4,7,0,0,0
T04704,2714.32,22,333.04,5,5,0,0,0
T04705,1609.18,6,7384.69,1,5,1,0,0
T04706,1645.54,9,4278.65,1,5,0,0,0
T04707,4612.24,2,2009.7,3,10,0,0,0
T04708,653.4,1,5198.01,2,9,0,1,0
T04709,5148.62,14,11358.93,4,7,0,0,0
T04710,3138.75,8,2358.14,4,2,0,0,0
T04711,1628.86,14,2372.67,0,10,0,0,0
T04712,1837.63,16,3510.4,2,9,0,1,0
T04713,889.75,6,660.37,5,4,0,0,0
T04714,4184.36,19,457.18,4,5,0,0,0
T04715,2157.7,17,3563.43,2,2,1,0,0
T04716,1160.76,14,1057.44,2,3,0,0,0
T04717,2719.39,17,362.77,3,5,0,0,0
T04718,16371.55,23,945.39,2,1,1,0,1
T04719,1714.18,22,1110.4,3,1,0,0,0
T04720,7603.23,11,8397.33,3,1,0,0,1
T04721,1269.44,22,2992.99,2,7,0,0,0
T04722,168.86,20,1892.12,4,10,1,0,0
T04723,685.38,7,8674.21,0,4,1,0,0
T04724,1627.44,1,5836.21,3,4,0,0,0
T04725,743.98,1,1793.6,2,3,1,0,0
T04726,0.68,4,5902.65,1,2,0,0,0
T04727,7395.37,0,1295.06,6,4,0,0,0
T04728,5571.38,21,654.78,3,2,0,0,1
T04729,4067.79,3,662.12,2,7,0,0,1
T04730,551.1,5,2714.11,2,10,0,0,0
T04731,384.74,22,1738.23,1,6,0,1,0
T04732,210.0,12,2689.32,2,6,0,0,0
T04733,3862.38,18,2896.51,3,2,1,0,0
T04734,7927.12,10,56.44,3,5,0,0,0
T04735,1689.18,12,138.89,4,10,0,1,0
T04736,380.57,7,1901.84,2,8,0,0,0
T04737,2154.74,6,530.0,1,2,1,0,0
T04738,1286.96,12,2502.81,0,8,0,1,0
T04739,1409.17,0,2008.44,4,9,0,0,0
T04740,2913.28,5,2203.28,3,3,0,1,0
T04741,3805.19,6,900.47,2,4,0,0,0
T04742,351.64,15,2553.04,1,8,0,1,0
T04743,108.72,14,4422.44,2,2,0,0,0
T04744,15517.86,19,15627.21,4,2,0,0,1
T04745,794.74,1,4557.26,1,1,0,0,1
T04746,166.0,22,2038.28,6,2,0,0,0
T04747,631.7,15,537.41,2,9,0,0,0
T04748,119.21,16,2859.91,6,5,0,0,0
T04749,1491.81,23,6937.63,5,4,0,0,0
T04750,4864.56,14,595.22,6,2,1,0,0
T04751,1252.21,2,739.27,2,2,0,0,0
T04752,1761.95,3,403.38,5,6,0,0,1
T04753,3377.21,11,3336.36,4,7,0,0,0
T04754,2133.29,4,1304.55,3,4,1,0,0
T04755,5929.48,16,161.87,1,7,0,0,0
T04756,6030.55,5,5197.6,1,1,0,0,0
T04757,29.88,9,2039.26,2,8,1,0,0
T04758,4515.86,21,1005.28,2,3,0,0,0
T04759,1852.64,17,1053.92,3,7,0,0,0
T04760,13486.4,9,857.11,4,7,0,1,0
T04761,1980.48,5,1519.63,2,3,0,1,0
T04762,13004.5,23,1027.61,1,5,0,0,0
T04763,4214.22,5,1984.89,3,2,0,0,0
T04764,857.47,19,3712.72,1,9,0,0,0
T04765,2319.14,14,2805.68,5,5,0,0,0
T04766,14536.24,3,871.97,2,4,0,0,1
T04767,5845.88,15,1880.87,2,10,0,1,1
T04768,307.32,21,4583.43,2,3,0,0,0
T04769,3676.32,23,176.61,1,1,0,0,0
T04770,1272.02,7,203.83,4,7,0,0,0
T04771,21.02,6,2030.78,3,3,0,0,0
T04772,1549.93,18,2547.99,4,10,0,0,0
T04773,802.68,16,593.78,7,1,0,0,0
T04774,5125.61,20,3418.39,2,10,0,0,0
T04775,1234.44,12,2598.01,6,10,0,0,0
T04776,5272.49,14,6419.28,3,8,1,1,0
T04777,1.79,1,462.68,2,8,0,0,0
T04778,1103.72,9,3479.52,1,3,0,1,0
T04779,827.91,12,218.37,5,10,0,0,0
T04780,798.03,17,2082.7,2,3,0,0,0
T04781,211.87,22,2006.82,4,2,1,0,1
T04782,621.53,10,1229.13,4,8,0,0,0
T04783,2432.75,12,4653.92,4,9,0,0,0
T04784,1033.23,18,10.95,2,4,0,0,1
T04785,1620.74,23,1835.86,1,4,1,0,0
T04786,1418.99,23,612.05,4,5,0,1,1
T04787,6260.12,21,3401.55,2,3,1,0,0
T04788,7071.09,4,110.06,7,5,0,0,1
T04789,2037.48,2,4452.86,4,4,0,0,0
T04790,1202.13,18,4551.82,3,8,0,0,0
T04791,338.84,22,4472.4,6,5,0,0,0
T04792,9198.65,12,413.86,4,7,0,0,1
T04793,186.35,4,2488.38,3,4,0,1,0
T04794,1059.97,11,36.18,5,2,1,0,1
T04795,1061.75,13,4709.07,2,8,0,0,0
T04796,1158.76,5,3209.12,5,4,0,0,0
T04797,538.41,21,1893.7,2,9,0,0,0
T04798,4585.81,8,3278.82,2,6,0,0,0
T04799,392.03,16,247.68,1,8,0,0,0
T04800,3022.81,7,1880.42,4,9,0,0,0
T04801,396.64,12,860.72,4,9,0,0,0
T04802,219.44,4,8994.81,3,9,0,0,0
T04803,7204.88,21,4864.34,2,7,0,0,0
T04804,632.64,21,3303.85,4,3,0,0,0
T04805,5165.3,16,6785.71,2,8,0,0,0
T04806,2359.94,2,1064.85,2,7,0,0,0
T04807,243.16,5,5778.56,1,9,1,0,0
T04808,9333.31,13,983.49,1,5,0,0,0
T04809,850.92,14,3299.36,0,4,0,0,0
T04810,5890.75,13,3333.47,2,2,0,0,0
T04811,554.69,10,46.3,5,7,0,0,0
T04812,5771.27,10,1119.86,4,6,1,1,1
T04813,39.95,8,49.06,1,6,1,0,0
T04814,2150.97,5,14600.74,1,10,0,1,0
T04815,4401.77,14,325.83,4,8,0,0,0
T04816,8190.68,11,1956.65,3,1,0,0,1
T04817,7197.36,5,3908.25,5,1,0,0,0
T04818,5138.15,0,561.81,3,4,0,0,1
T04819,6572.9,15,1659.23,4,8,0,0,0
T04820,666.51,19,2337.59,3,5,0,1,0
T04821,1003.0,14,436.49,1,9,0,0,0
T04822,1023.12,1,3768.96,2,3,0,0,1
T04823,1419.89,16,889.32,2,6,0,0,0
T04824,1499.26,2,592.55,5,6,0,0,0
T04825,2359.44,2,2042.75,4,4,1,0,0
T04826,522.63,4,1320.41,1,2,1,0,1
T04827,3525.64,16,6323.27,4,6,0,0,0
T04828,550.21,22,5301.97,2,10,0,0,0
T04829,1114.53,16,1650.98,10,3,1,0,0
T04830,2099.58,19,1112.84,2,8,0,0,0
T04831,4775.39,5,984.53,2,2,0,0,0
T04832,4035.1,0,778.45,0,3,0,0,1
T04833,3111.43,6,1966.16,2,9,0,0,0
T04834,508.0,14,4086.62,3,2,0,0,0
T04835,2375.89,6,930.4,6,10,0,1,0
T04836,274.53,18,527.09,2,1,0,0,0
T04837,1421.38,19,1613.2,8,3,0,0,0
T04838,1600.83,21,178.83,1,10,0,0,1
T04839,121.88,10,3020.61,4,6,0,0,0
T04840,960.57,22,1826.39,3,8,1,0,0
T04841,9346.89,13,1714.81,0,10,0,0,0
T04842,9213.48,12,893.28,1,5,0,0,0
T04843,1303.11,19,5876.12,3,2,0,0,0
T04844,132.17,8,237.11,2,8,0,1,0
T04845,592.04,8,5097.17,2,2,0,0,0
T04846,1493.82,15,1181.84,0,4,0,0,0
T04847,8856.85,11,5313.68,2,9,1,0,0
T04848,456.65,9,3261.89,0,7,0,0,0
T04849,4325.62,5,275.01,3,3,0,0,1
T04850,345.16,17,4452.59,4,1,0,0,1
T04851,11930.9,1,2865.65,2,6,0,0,0
T04852,1441.94,19,82.09,4,9,1,0,1
T04853,4478.09,8,358.82,4,4,0,0,0
T04854,1258.35,18,2523.95,4,7,0,1,0
T04855,2963.92,5,2716.22,2,3,0,0,0
T04856,639.64,1,3432.47,3,1,0,0,1
T04857,473.55,14,3184.61,0,5,0,0,0
T04858,8344.97,16,2693.5,4,1,0,0,0
T04859,7490.23,15,3633.64,2,2,0,1,0
T04860,6553.58,20,2139.67,4,7,0,0,0
T04861,2945.96,7,755.44,1,1,1,0,1
T04862,4954.97,9,6086.77,4,6,0,0,0
T04863,214.61,9,45.95,3,7,0,1,1
T04864,1222.95,17,1141.48,3,4,0,0,0
T04865,1129.33,9,3262.89,4,4,0,0,0
T04866,3028.88,8,1392.85,1,2,0,0,0
T04867,1319.97,23,62.87,3,5,0,0,0
T04868,482.29,18,170.65,5,7,0,0,0
T04869,2722.49,0,2614.84,3,4,0,1,1
T04870,5052.22,3,8371.37,3,8,0,1,0
T04871,1444.4,23,2006.64,4,8,0,0,0
T04872,425.62,2,1766.89,2,7,1,0,1
T04873,657.04,9,958.01,4,3,0,0,0
T04874,813.39,11,741.61,7,10,1,0,0
T04875,1069.59,17,53.02,2,9,0,0,0
T04876,3088.34,22,796.92,3,8,0,0,1
T04877,2755.97,19,1490.55,2,10,0,0,0
T04878,3572.97,5,551.46,2,1,0,0,1
T04879,1350.61,20,228.5,2,9,0,0,0
T04880,5211.77,1,3162.21,2,7,0,0,0
T04881,684.8,9,5625.46,2,10,0,0,0
T04882,1899.21,1,6902.52,4,10,0,0,1
T04883,4842.43,8,2405.83,2,4,1,1,0
T04884,595.93,9,135.55,0,5,0,0,0
T04885,349.14,1,3375.99,1,7,0,0,0
T04886,6454.33,7,291.6,2,8,1,0,1
T04887,1259.89,23,2769.75,7,4,0,1,0
T04888,3454.81,16,3778.12,3,7,0,0,0
T04889,77.03,16,3235.33,1,6,0,0,0
T04890,3514.0,3,7585.34,3,9,0,0,0
T04891,1139.84,17,3349.92,4,4,0,0,0
T04892,172.06,11,2953.98,5,4,0,0,0
T04893,2823.39,16,758.66,3,3,0,0,0
T04894,826.49,8,6467.97,3,8,1,1,0
T04895,1467.23,18,494.74,2,8,0,0,0
T04896,252.04,13,5881.98,0,4,0,0,0
T04897,477.56,13,937.32,1,3,0,0,0
T04898,1061.37,16,348.63,3,6,0,0,0
T04899,282.14,1,4381.58,2,9,0,0,1
T04900,7251.51,7,6.25,4,8,0,0,0
T04901,18.2,4,4460.79,0,7,0,0,0
T04902,1984.13,6,760.59,4,7,0,0,0
T04903,394.59,21,5401.01,4,5,1,0,0
T04904,1103.12,15,2939.91,3,2,0,1,0
T04905,7813.49,15,2742.91,4,9,0,0,0
T04906,529.12,16,1136.58,3,3,1,0,0
T04907,10129.43,21,153.1,0,9,0,0,0
T04908,691.24,6,4430.97,1,10,0,0,0
T04909,4059.35,19,468.55,3,2,1,1,0
T04910,2373.45,7,1164.07,5,1,0,0,0
T04911,6474.9,7,2292.94,4,10,1,0,0
T04912,2422.26,22,1645.67,3,7,0,0,0
T04913,2294.31,10,553.68,3,1,0,0,0
T04914,652.45,14,378.85,1,8,0,0,0
T04915,545.39,17,328.82,3,3,0,0,0
T04916,7448.34,5,4969.58,3,3,0,0,0
T04917,1191.77,21,80.17,4,9,1,0,0
T04918,1396.04,11,9432.2,5,1,0,0,0
T04919,4279.15,14,553.27,4,7,0,0,0
T04920,1241.2,22,292.24,2,2,1,0,0
T04921,9113.57,5,2150.79,2,3,0,0,1
T04922,4017.41,17,208.42,2,10,1,0,0
T04923,2729.65,23,2306.11,3,8,1,0,0
T04924,6383.25,19,4753.27,7,3,1,0,1
T04925,152.64,8,122.71,5,2,0,0,0
T04926,891.43,7,4021.95,4,7,0,1,0
T04927,1876.67,13,1254.16,0,3,0,0,0
T04928,772.35,18,434.37,0,8,1,1,0
T04929,4086.62,18,484.25,6,4,0,0,1
T04930,7547.63,7,6276.01,6,6,1,1,1
T04931,1653.75,1,293.04,2,8,1,0,0
T04932,1256.26,3,5039.44,2,4,0,0,1
T04933,9775.25,5,1964.5,2,5,1,1,0
T04934,1765.56,2,99.6,3,3,0,0,0
T04935,2014.44,2,1561.27,0,4,0,0,0
T04936,1299.97,18,4251.82,0,10,0,0,0
T04937,7208.82,10,3238.42,2,8,1,0,0
T04938,2524.63,9,1677.4,6,7,0,0,0
T04939,4308.66,11,4916.17,4,6,0,1,0
T04940,5010.86,13,320.62,2,5,1,0,0
T04941,1254.96,17,6018.23,1,9,0,0,0
T04942,1705.86,23,4684.18,4,4,0,0,0
T04943,5660.95,8,3079.87,5,3,0,0,0
T04944,1354.16,14,4257.83,1,6,0,0,0
T04945,4738.69,23,1962.14,3,2,0,0,0
T04946,8490.26,2,2811.08,2,9,1,1,1
T04947,2928.2,22,2055.85,4,6,1,0,0
T04948,4060.06,10,1097.92,5,3,1,0,1
T04949,4905.76,9,2103.31,5,2,0,0,0
T04950,5593.76,17,744.21,0,9,0,0,0
T04951,1507.84,3,1450.79,5,10,0,0,0
T04952,157.87,12,823.95,1,3,0,0,0
T04953,1541.87,5,327.8,1,6,0,0,0
T04954,3360.33,20,971.01,5,9,0,1,1
T04955,1795.42,12,4776.14,2,3,1,0,0
T04956,4146.47,19,1199.45,1,9,0,1,1
T04957,1324.75,4,3445.85,3,2,0,0,0
T04958,3021.47,19,481.53,1,4,0,0,0
T04959,618.93,13,1380.94,4,10,0,0,0
T04960,4151.33,12,305.01,3,3,1,0,1
T04961,2366.97,13,373.05,0,7,0,1,1
T04962,684.71,7,2402.15,2,4,0,0,0
T04963,1035.56,15,2337.93,3,4,0,0,0
T04964,4142.23,12,600.0,1,1,0,0,0
T04965,1976.82,23,1608.15,3,10,0,0,0
T04966,730.16,14,4975.03,6,3,1,0,0
T04967,10258.5,18,478.51,2,5,0,0,1
T04968,3767.11,0,48.49,2,5,1,0,0
T04969,9449.09,21,2638.85,2,4,0,0,0
T04970,1671.16,1,137.46,3,7,0,1,0
T04971,1933.64,17,9772.6,4,10,0,0,0
T04972,6847.03,18,2351.59,8,10,0,0,0
T04973,2233.63,7,1589.07,6,4,0,0,0
T04974,3685.61,2,1405.26,6,7,0,0,0
T04975,871.75,22,2127.84,2,6,0,0,0
T04976,1775.71,13,237.49,6,6,1,1,0
T04977,395.28,8,6648.83,3,5,0,0,0
T04978,691.94,7,2456.36,5,8,0,0,0
T04979,2.83,16,508.29,3,9,0,0,0
T04980,120.17,22,2067.16,1,9,0,0,0
T04981,11354.03,22,357.53,2,6,0,0,1
T04982,832.62,23,44.27,4,5,0,0,0
T04983,3265.78,15,2489.13,4,1,0,0,0
T04984,5480.91,9,2613.75,1,3,0,0,0
T04985,2399.93,20,2190.85,5,8,0,0,0
T04986,498.68,9,506.77,0,1,0,0,0
T04987,3907.14,23,2312.26,1,1,1,0,0
T04988,2750.76,5,145.43,1,8,0,0,0
T04989,3941.93,21,2349.14,6,7,0,0,0
T04990,4405.72,16,2018.69,3,2,0,0,0
T04991,11116.29,15,2662.37,0,6,0,0,1
T04992,2556.87,14,5645.84,5,9,0,0,0
T04993,1254.02,21,4748.78,1,8,0,0,0
T04994,3136.33,13,9863.2,3,6,0,0,0
T04995,212.69,3,9349.49,1,2,0,0,0
T04996,6830.67,3,3699.53,3,3,0,0,0
T04997,381.39,1,7832.87,5,3,0,0,1
T04998,1191.79,10,5048.86,4,9,0,0,0
T04999,5074.31,3,3251.05,3,9,0,0,1
T05000,2728.78,20,195.94,5,5,0,0,0
T05001,1500.82,20,125.73,3,5,1,0,0
T05002,1924.15,15,4544.23,3,8,0,0,0
T05003,5783.71,20,1681.67,3,3,0,0,0
T05004,1246.57,3,4213.19,5,9,0,0,0
T05005,6112.59,0,938.26,2,5,0,0,0
T05006,276.79,23,1267.29,1,9,1,0,1
T05007,4499.04,18,3011.49,3,10,0,1,0
T05008,5642.71,1,6172.39,2,9,0,1,0
T05009,602.01,8,229.63,2,4,0,0,0
T05010,1688.18,22,4941.82,6,2,0,0,0
T05011,542.77,12,3937.74,3,7,0,0,0
T05012,3678.7,17,947.81,4,1,0,0,1
T05013,2299.4,15,1097.1,1,7,0,1,1
T05014,3026.23,15,118.94,4,1,0,1,0
T05015,656.29,9,39.66,1,5,0,0,0
T05016,713.8,8,1620.46,0,1,0,1,1
T05017,127.15,10,251.04,7,8,0,0,0
T05018,1166.12,3,539.18,2,1,1,0,1
T05019,2461.2,9,4689.49,2,6,0,0,0
T05020,5854.41,2,2115.91,5,1,0,0,0
T05021,3298.18,5,2510.3,0,2,0,0,0
T05022,1714.89,2,519.03,2,4,1,0,0
T05023,9180.5,8,4410.29,2,8,0,0,0
T05024,3810.82,2,5062.0,2,3,1,0,0
T05025,7984.87,17,1852.31,3,8,1,1,0
T05026,2249.71,7,6091.94,3,7,0,0,0
T05027,898.88,21,4658.06,5,6,1,0,0
T05028,162.82,7,3285.62,7,10,0,0,0
T05029,3884.81,14,3311.36,2,1,0,0,0
T05030,387.95,12,278.43,5,6,0,0,0
T05031,1081.94,6,789.64,4,6,0,0,0
T05032,2280.88,18,172.97,5,10,0,1,0
T05033,2493.21,7,21.8,3,8,0,0,0
T05034,2753.25,9,430.86,0,6,0,0,0
T05035,545.48,16,5310.83,1,2,0,1,0
T05036,1432.84,0,685.68,7,10,0,0,0
T05037,2880.68,12,8779.26,0,3,1,0,0
T05038,10501.61,12,2273.85,1,2,0,0,0
T05039,3901.79,23,677.09,4,3,0,0,0
T05040,7676.45,15,1718.56,4,1,0,0,0
T05041,4309.13,8,618.25,1,7,0,0,1
T05042,2687.38,9,10333.79,1,5,1,0,0
T05043,639.67,5,4697.63,2,9,0,0,0
T05044,3296.01,4,66.47,2,7,0,0,1
T05045,2929.55,1,7380.53,7,1,0,0,1
T05046,2767.45,10,3191.94,3,1,1,1,0
T05047,2018.77,8,214.93,2,2,1,0,0
T05048,2256.51,5,2776.49,0,7,0,0,0
T05049,1221.39,7,2602.7,3,7,0,0,0
T05050,2197.61,8,617.27,0,9,1,1,0
T05051,660.28,8,3551.66,2,3,0,0,0
T05052,4906.95,7,227.73,2,3,0,0,0
T05053,616.56,11,1680.64,2,8,0,0,0
T05054,266.38,7,24.93,2,6,0,0,0
T05055,1719.41,2,8663.34,3,3,1,0,0
T05056,3221.53,12,3481.42,6,8,0,0,0
T05057,1727.25,18,432.47,3,3,1,1,1
T05058,972.02,1,1045.14,1,6,0,0,0
T05059,2450.5,16,437.56,1,1,0,1,0
T05060,1278.55,15,3637.69,3,4,0,0,0
T05061,8103.27,3,151.75,0,6,0,0,0
T05062,7678.06,17,4587.82,5,5,1,0,0
T05063,2093.71,13,7126.76,3,4,1,0,0
T05064,1191.97,1,2822.38,4,10,0,0,0
T05065,4008.31,12,598.71,8,1,1,1,1
T05066,112.21,20,1116.07,0,4,0,0,0
T05067,1931.75,19,1621.58,2,1,0,0,0
T05068,1229.88,16,2319.8,1,10,1,0,0
T05069,7597.35,14,2761.55,2,4,0,0,0
T05070,36.23,19,2019.79,3,3,0,0,0
T05071,2414.35,4,1082.02,2,7,1,1,0
T05072,4048.89,6,5539.12,3,6,0,0,0
T05073,1990.87,17,212.24,8,6,0,0,0
T05074,267.82,23,1569.6,1,10,1,1,0
T05075,10776.5,10,3735.42,1,3,0,0,1
T05076,2189.5,17,157.01,4,6,0,0,0
T05077,2857.2,4,3054.79,2,3,0,0,0
T05078,809.96,12,4282.99,3,7,0,0,0
T05079,1982.03,17,2703.14,6,2,0,1,0
T05080,1681.88,1,32.55,4,9,0,1,1
T05081,233.55,19,496.55,2,10,1,0,0
T05082,336.69,3,1046.81,4,2,1,0,0
T05083,5450.72,12,665.42,3,1,0,0,1
T05084,822.6,23,8218.7,1,4,0,0,0
T05085,650.58,15,2635.97,4,8,0,1,0
T05086,2109.06,5,880.89,2,7,0,1,0
T05087,4392.73,7,6637.37,0,6,1,0,0
T05088,191.84,15,3373.4,3,10,0,0,0
T05089,2579.79,12,837.31,5,7,1,0,0
T05090,380.81,22,1190.58,5,4,0,0,0
T05091,111.43,3,556.07,1,8,0,0,1
T05092,162.56,1,8857.54,5,4,0,0,1
T05093,5390.27,8,1820.88,3,10,0,0,0
T05094,376.6,17,5659.77,3,8,0,1,0
T05095,138.61,16,1063.53,6,5,0,0,0
T05096,1728.23,7,4930.36,3,9,0,0,0
T05097,5573.57,14,138.48,4,7,0,1,0
T05098,913.09,8,10056.03,3,10,0,0,0
T05099,1643.05,16,6077.02,3,10,0,0,0
T05100,122.22,22,1128.26,1,6,0,0,0
T05101,1788.49,1,3726.05,4,2,1,0,1
T05102,2585.5,5,3488.42,2,6,1,1,0
T05103,2538.25,4,5788.03,3,1,1,0,0
T05104,1212.32,16,917.73,4,2,1,0,1
T05105,1137.35,1,1566.15,2,5,0,0,0
T05106,338.24,17,5006.19,2,7,0,0,0
T05107,1370.9,9,3769.23,5,1,0,0,0
T05108,314.4,9,1249.99,3,2,0,0,0
T05109,4364.95,5,4672.55,5,4,1,0,0
T05110,10168.49,11,120.23,3,9,1,1,1
T05111,10527.13,16,3808.68,5,8,1,0,0
T05112,6009.02,12,579.09,5,10,0,0,0
T05113,2754.82,19,842.6,2,9,0,0,0
T05114,3620.59,15,1699.17,2,4,0,0,0
T05115,1007.28,9,1493.39,3,7,0,0,0
T05116,2989.01,20,1837.89,2,3,0,0,0
T05117,1824.49,1,1967.41,3,8,0,0,0
T05118,1973.44,1,1006.9,2,7,0,0,0
T05119,4253.68,22,481.62,3,8,0,1,1
T05120,993.52,6,3657.74,1,9,0,0,0
T05121,1148.35,5,1276.96,3,6,1,0,0
T05122,7756.51,0,1762.24,4,4,0,0,0
T05123,173.6,11,2586.96,5,3,1,0,1
T05124,1994.46,12,6009.83,4,3,0,0,0
T05125,7318.68,11,3073.68,1,6,0,0,0
T05126,2827.62,18,116.31,0,8,0,0,0
T05127,2371.67,8,4559.06,4,8,0,1,0
T05128,862.02,9,11356.67,5,8,0,0,0
T05129,1261.47,16,1598.95,3,9,0,0,0
T05130,5732.61,17,8732.49,3,1,0,0,0
T05131,2457.62,7,1981.47,5,7,0,0,0
T05132,2169.22,6,1538.69,3,10,0,0,0
T05133,314.68,8,1006.44,4,9,0,0,0
T05134,48.47,9,2679.11,2,2,0,0,0
T05135,9946.59,11,652.83,0,4,0,0,0
T05136,1419.56,14,277.15,3,6,0,0,0
T05137,2773.07,14,69.04,3,4,0,1,0
T05138,249.22,3,864.62,0,9,0,1,1
T05139,3447.64,3,1259.5,1,10,0,0,0
T05140,8089.85,22,2007.83,6,1,0,0,0
T05141,2571.7,0,865.93,1,9,0,0,0
T05142,404.42,11,10347.24,3,10,0,0,0
T05143,2614.82,1,862.38,3,1,0,0,1
T05144,4361.76,14,1453.9,5,1,1,0,1
T05145,1564.73,16,272.52,5,5,0,0,1
T05146,6356.74,6,754.88,2,1,0,0,0
T05147,3138.2,5,123.85,3,10,0,1,0
T05148,6885.31,11,2049.66,3,9,0,0,0
T05149,2930.55,18,3476.41,4,6,1,1,1
T05150,422.23,0,544.49,1,9,0,0,0
T05151,1111.85,20,1146.81,2,5,0,0,0
T05152,676.17,13,41.89,7,6,0,0,1
T05153,7184.97,3,4574.0,3,2,0,0,1
T05154,4286.35,4,3784.9,2,9,0,1,0
T05155,3384.73,0,163.36,3,3,0,0,0
T05156,1074.17,0,1134.8,1,5,0,0,0
T05157,610.19,20,7768.71,3,8,0,1,1
T05158,4237.31,5,1244.06,2,5,1,0,1
T05159,1928.26,4,1867.47,2,10,1,0,0
T05160,767.73,1,1097.2,1,4,1,0,1
T05161,2876.2,20,2266.66,2,4,0,0,0
T05162,123.51,4,9559.67,0,5,0,1,1
T05163,1184.33,8,14981.17,5,3,1,0,0
T05164,1896.48,18,3725.97,2,10,0,0,0
T05165,480.36,20,1295.09,4,4,0,1,0
T05166,12530.79,14,1705.18,3,5,0,0,1
T05167,703.74,12,1102.98,4,4,0,1,0
T05168,419.0,11,10596.92,4,3,1,0,1
T05169,682.72,4,3075.45,1,1,1,0,0
T05170,4396.81,1,1489.74,3,2,0,0,0
T05171,1662.8,3,30.47,4,9,0,0,1
T05172,2500.1,17,1837.44,3,10,0,0,0
T05173,63.7,20,10326.72,1,2,0,0,0
T05174,105.11,9,1850.92,2,2,0,0,0
T05175,1770.83,12,503.54,3,5,0,1,1
T05176,5089.16,11,55.85,5,10,0,0,0
T05177,6494.71,1,1095.11,3,9,0,0,1
T05178,272.09,14,6259.55,4,3,0,0,0
T05179,2318.93,13,14176.43,6,9,0,0,0
T05180,7333.47,9,7267.84,4,4,0,1,0
T05181,1472.94,21,3267.97,4,3,0,0,0
T05182,5308.22,7,2041.92,2,5,1,1,0
T05183,430.56,14,2233.18,2,7,0,0,0
T05184,8218.37,12,1935.85,1,7,0,0,0
T05185,4176.01,7,3069.38,2,2,0,0,0
T05186,8507.7,20,1356.97,5,7,0,0,0
T05187,3386.76,20,2765.63,2,7,1,0,0
T05188,1354.86,21,324.17,3,2,0,0,0
T05189,8350.64,13,772.08,4,10,0,0,0
T05190,967.1,0,4519.77,1,9,0,0,0
T05191,1211.18,12,5851.99,1,8,0,0,0
T05192,3620.01,7,1935.94,3,2,0,0,0
T05193,4348.55,17,80.37,5,6,0,1,1
T05194,7952.32,21,6542.33,2,8,1,1,1
T05195,687.49,8,3027.19,3,9,1,0,0
T05196,4798.43,12,1336.21,7,1,0,0,0
T05197,4024.49,2,2280.62,3,7,0,1,1
T05198,197.76,17,1404.31,4,10,1,0,0
